PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Use of Force Level,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2016-0167,3/23/2016,FOB - Field Operations Bureau,6th District,Task Force,B,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Canine (No Bite),L1,None detected,Yes,Black,Male,45,0,11 feet to 14 feet,Male,Black,17,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0167,3/23/2016,FOB - Field Operations Bureau,6th District,Task Force,B,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,L1,None detected,Yes,Black,Male,32,0,11 feet to 14 feet,Male,Black,17,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0166,3/23/2016,FOB - Field Operations Bureau,4th District,1st Platoon,,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,CEW Exhibited/Laser,L1,Unknown,Yes,Black,Male,53,0,1 feet to 3 feet,Male,Black,45,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2016-0161,3/20/2016,FOB - Field Operations Bureau,7th District,Day Watch,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,CEW Exhibited/Laser,L1,None detected,No,White,Male,42,0,0 feet to 1 feet,Male,Black,39,Medium,5'10'' to 6'0'',No,No,No,,refuse verbal commands,No
FTN2016-0161,3/20/2016,FOB - Field Operations Bureau,7th District,Day Watch,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,L1,None detected,Yes,White,Male,42,0,0 feet to 1 feet,Male,Black,39,Medium,5'10'' to 6'0'',No,No,No,,refuse verbal commands,No
FTN2016-0161,3/20/2016,FOB - Field Operations Bureau,7th District,Day Watch,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,L1,None detected,Yes,White,Male,32,0,0 feet to 1 feet,Male,Black,39,Medium,5'10'' to 6'0'',No,No,No,,refuse verbal commands,No
FTN2016-0162,3/20/2016,FOB - Field Operations Bureau,7th District,Day Watch,,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,27,0,4 feet to 6 feet,Male,Black,52,Small,5'4'' to 5'6'',No,No,Yes,,refuse verbal commands,No
FTN2016-0174,3/28/2016,FOB - Field Operations Bureau,4th District,2nd Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,34,0,11 feet to 14 feet,Male,Black,23,,,No,No,No,,Other,No
FTN2016-0174,3/28/2016,FOB - Field Operations Bureau,4th District,2nd Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,34,0,11 feet to 14 feet,Male,Black,22,,,No,No,No,,Other,No
FTN2016-0104,2/19/2016,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,L1,Mentally unstable,Yes,White,Male,27,0,0 feet to 1 feet,Male,Black,49,Large,6'1'' to 6'3'',No,Yes,No,,refuse verbal commands,No
FTN2016-0107,2/21/2016,FOB - Field Operations Bureau,2nd District,C Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Poor,Other,Hands,L1,Mentally unstable,Yes,Black,Male,37,0,0 feet to 1 feet,Female,White,29,Medium,5'4'' to 5'6'',No,Yes,No,,Other,No
FTN2016-0131,3/8/2016,FOB - Field Operations Bureau,8th District,Day Beats,Patrol,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,33,0,0 feet to 1 feet,Male,Black,18,Small,5'7'' to 5'9'',No,No,No,,Resisting Lawful Arrest,No
FTN2016-0131,3/8/2016,FOB - Field Operations Bureau,8th District,Day Beats,Patrol,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Hands,L1,Unknown,Yes,White,Male,,0,0 feet to 1 feet,Male,Black,18,Small,5'7'' to 5'9'',No,No,No,,Resisting Lawful Arrest,No
FTN2016-0131,3/8/2016,FOB - Field Operations Bureau,8th District,Day Beats,Patrol,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Hands,L1,Unknown,Yes,White,Male,,0,0 feet to 1 feet,Male,Black,22,Small,5'7'' to 5'9'',No,No,No,,Resisting Lawful Arrest,No
FTN2016-0131,3/8/2016,FOB - Field Operations Bureau,8th District,Day Beats,Patrol,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,33,0,0 feet to 1 feet,Male,Black,22,Small,5'7'' to 5'9'',No,No,No,,Resisting Lawful Arrest,No
FTN2016-0148,3/13/2016,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,,,Completed,Use Of Force Authorized,Arresting,Good,Other,Hands,L1,Alchohol,Yes,Black,Male,43,0,11 feet to 14 feet,Male,White,38,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Battery on Police Officer,No
FTN2016-0148,3/13/2016,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,,,Completed,Use Of Force Authorized,Arresting,Good,Other,Hands,L1,Alchohol,Yes,Black,Male,34,0,11 feet to 14 feet,Male,White,38,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Battery on Police Officer,No
FTN2016-0178,3/31/2016,FOB - Field Operations Bureau,8th District,Mounted,,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Hands,L1,Mentally unstable,Yes,Black,Male,50,0,1 feet to 3 feet,Female,White,,Medium,5'0'' to 5'3'',No,Yes,No,,Other,No
FTN2016-0180,3/31/2016,FOB - Field Operations Bureau,4th District,3rd Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Hands,L1,Alchohol,Yes,Black,Female,32,0,0 feet to 1 feet,Female,White,35,Small,5'4'' to 5'6'',No,No,Yes,,Battery on Police Officer,No
FTN2016-0180,3/31/2016,FOB - Field Operations Bureau,4th District,3rd Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Hands,L1,Alchohol,Yes,Black,Male,44,0,0 feet to 1 feet,Female,White,35,Small,5'4'' to 5'6'',No,No,Yes,,Battery on Police Officer,No
FTN2016-0175,3/29/2016,FOB - Field Operations Bureau,7th District,Evening Watch,,,,Completed,Use Of Force Authorized,Pedestrian Stop,Poor,Clear Conditions,Firearm (Exhibited),L1,None detected,No,White,Male,,0,11 feet to 14 feet,Male,Black,17,Medium,< 5'0'',No,No,Yes,,Other,No
FTN2016-0175,3/29/2016,FOB - Field Operations Bureau,7th District,Evening Watch,,,,Completed,Use Of Force Authorized,Pedestrian Stop,Poor,Clear Conditions,Firearm (Exhibited),L1,None detected,No,Black,Male,28,0,11 feet to 14 feet,Male,Black,17,Medium,< 5'0'',No,No,Yes,,Other,No
FTN2017-0288,6/5/2017,FOB - Field Operations Bureau,7th District,Task Force,,Regular Working,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,31,0,1 feet to 3 feet,Male,Black,18,Medium,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2017-0288,6/5/2017,FOB - Field Operations Bureau,7th District,Task Force,,Regular Working,,Completed,Use Of Force Authorized,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,30,0,1 feet to 3 feet,Male,Black,18,Medium,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2016-0182,4/1/2016,FOB - Field Operations Bureau,7th District,Night Watch,,,,Completed,Use Of Force Authorized,Call for Service,Poor,Rainy Conditions - Light,Firearm (Exhibited),L1,None detected,Yes,White,Male,,0,1 feet to 3 feet,Male,Black,37,Large,5'4'' to 5'6'',No,No,No,,Other,No
FTN2016-0112,3/23/2016,FOB - Field Operations Bureau,7th District,Evening Watch,,Unknown Working Status,Unknown Shift Hours,Initial,Pending,Call for Service,Good,Clear Conditions,CEW Exhibited/Laser,L1,Mentally unstable,Yes,White,Male,36,0,1 feet to 3 feet,Male,Black,38,,,No,Yes,No,,refuse verbal commands,No
FTN2016-0127,3/7/2016,FOB - Field Operations Bureau,7th District,Day Watch,,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,28,0,1 feet to 3 feet,Male,Black,21,,,No,No,Yes,,Other,No
FTN2016-0127,3/7/2016,FOB - Field Operations Bureau,7th District,Day Watch,,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,24,0,1 feet to 3 feet,Male,Black,21,,,No,No,Yes,,Other,No
FTN2016-0187,4/4/2016,FOB - Field Operations Bureau,5th District,B Platoon,,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,42,0,4 feet to 6 feet,Male,Black,36,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2016-0138,3/9/2016,FOB - Field Operations Bureau,4th District,Task Force,B,,,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,CEW Exhibited/Laser,L1,Alchohol and unknown drugs,Yes,Black,Male,35,0,11 feet to 14 feet,Male,Black,44,Medium,5'10'' to 6'0'',No,Yes,No,,refuse verbal commands,No
FTN2016-0177,3/30/2016,FOB - Field Operations Bureau,4th District,2nd Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,37,0,15 feet to 18 feet,Male,Black,29,Small,5'10'' to 6'0'',Yes,Yes,No,,Other,No
FTN2016-0177,3/30/2016,FOB - Field Operations Bureau,4th District,2nd Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,35,0,15 feet to 18 feet,Male,Black,29,Small,5'10'' to 6'0'',Yes,Yes,No,,Other,No
FTN2016-0139,3/9/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,39,0,11 feet to 14 feet,Female,Black,39,Large,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0139,3/9/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,42,0,11 feet to 14 feet,Female,Black,39,Large,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0139,3/9/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,42,0,11 feet to 14 feet,Female,Black,1,Large,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0139,3/9/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,39,0,11 feet to 14 feet,Female,Black,1,Large,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0139,3/9/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,39,0,11 feet to 14 feet,Male,Black,11,Large,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0139,3/9/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,42,0,11 feet to 14 feet,Male,Black,11,Large,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0149,3/14/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Initial,Pending,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,38,0,11 feet to 14 feet,Female,Black,40,Large,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0149,3/14/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,,,Initial,Pending,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Asian/Pacifi,Male,31,0,11 feet to 14 feet,Female,Black,40,Large,5'7'' to 5'9'',No,No,No,,Other,No
FTN2016-0183,4/1/2016,FOB - Field Operations Bureau,8th District,C Platoon,,,,Completed,Use Of Force Authorized,Traffic Stop,Poor,Clear Conditions,Other,L2,Unknown,No,White,Male,54,0,1 feet to 3 feet,Male,Black,31,Medium,5'10'' to 6'0'',No,No,No,,Resisting Lawful Arrest,No
FTN2016-0195,4/7/2016,FOB - Field Operations Bureau,6th District,A Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,37,0,1 feet to 3 feet,Male,Black,38,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2016-0164,3/22/2016,FOB - Field Operations Bureau,5th District,B Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,L1,Mentally unstable,Yes,Hispanic,Male,41,0,1 feet to 3 feet,Male,Black,32,Medium,5'10'' to 6'0'',No,Yes,No,,refuse verbal commands,No
FTN2016-0164,3/22/2016,FOB - Field Operations Bureau,5th District,B Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,L1,Mentally unstable,Yes,White,Male,30,0,1 feet to 3 feet,Male,Black,32,Medium,5'10'' to 6'0'',No,Yes,No,,refuse verbal commands,No
FTN2016-0164,3/22/2016,FOB - Field Operations Bureau,5th District,B Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Take Down),L2,Mentally unstable,Yes,Black,Male,39,0,1 feet to 3 feet,Male,Black,32,Medium,5'10'' to 6'0'',No,Yes,No,,refuse verbal commands,No
FTN2016-0164,3/22/2016,FOB - Field Operations Bureau,5th District,B Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,L1,Mentally unstable,Yes,Black,Female,42,0,1 feet to 3 feet,Male,Black,32,Medium,5'10'' to 6'0'',No,Yes,No,,refuse verbal commands,No
FTN2016-0189,4/4/2016,FOB - Field Operations Bureau,6th District,D.I.U.,Property,,,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Female,33,0,7 feet to 10 feet,Male,Black,52,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0172,3/26/2016,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Race-Unknown,Male,28,0,1 feet to 3 feet,Male,Black,37,Medium,5'10'' to 6'0'',No,No,No,,refuse verbal commands,No
FTN2016-0172,3/26/2016,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,28,0,1 feet to 3 feet,Male,Black,37,Medium,5'10'' to 6'0'',No,No,No,,refuse verbal commands,No
FTN2016-0172,3/26/2016,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Force (Take Down),L2,None detected,Yes,White,Male,32,0,1 feet to 3 feet,Male,Black,37,Medium,5'10'' to 6'0'',No,No,No,,refuse verbal commands,No
FTN2016-0021,1/11/2016,FOB - Field Operations Bureau,5th District,5th District,Patrol,,,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Force (Take Down),L2,None detected,Yes,Black,Male,27,0,11 feet to 14 feet,Male,Black,21,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2016-0021,1/11/2016,FOB - Field Operations Bureau,5th District,5th District,Patrol,,,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,CEW Deployment,L2,None detected,No,White,Male,29,0,11 feet to 14 feet,Male,Black,21,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2016-0021,1/11/2016,FOB - Field Operations Bureau,5th District,5th District,Patrol,,,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,CEW Exhibited/Laser,L1,None detected,No,Black,Male,27,0,11 feet to 14 feet,Male,Black,21,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2016-0021,1/11/2016,FOB - Field Operations Bureau,5th District,5th District,Patrol,,,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,CEW Exhibited/Laser,L1,None detected,No,Black,Male,27,0,11 feet to 14 feet,Male,Black,23,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2016-0021,1/11/2016,FOB - Field Operations Bureau,5th District,5th District,Patrol,,,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,CEW Deployment,L2,None detected,No,White,Male,29,0,11 feet to 14 feet,Male,Black,23,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2016-0021,1/11/2016,FOB - Field Operations Bureau,5th District,5th District,Patrol,,,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Force (Take Down),L2,None detected,Yes,Black,Male,27,0,11 feet to 14 feet,Male,Black,23,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2017-0202,4/18/2017,FOB - Field Operations Bureau,5th District,Task Force,,Regular Working,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown Drugs,Yes,Black,Male,,0,11 feet to 14 feet,Male,Black,24,Medium,6'1'' to 6'3'',No,No,No,,refuse verbal commands,No
FTN2017-0202,4/18/2017,FOB - Field Operations Bureau,5th District,Task Force,,Regular Working,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,CEW Exhibited/Laser,L1,Unknown Drugs,Yes,Asian/Pacif,Male,34,0,11 feet to 14 feet,Male,Black,24,Medium,6'1'' to 6'3'',No,No,No,,refuse verbal commands,No
FTN2017-0202,4/18/2017,FOB - Field Operations Bureau,5th District,Task Force,,Regular Working,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown Drugs,Yes,White,Female,45,0,11 feet to 14 feet,Male,Black,24,Medium,6'1'' to 6'3'',No,No,No,,refuse verbal commands,No
FTN2017-0202,4/18/2017,FOB - Field Operations Bureau,5th District,Task Force,,Regular Working,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown Drugs,Yes,Black,Male,33,0,11 feet to 14 feet,Male,Black,24,Medium,6'1'' to 6'3'',No,No,No,,refuse verbal commands,No
FTN2016-0194,3/29/2016,FOB - Field Operations Bureau,7th District,D.I.U.,Squad 2,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Hands,L1,Unknown,Yes,White,Male,30,0,0 feet to 1 feet,Male,Black,25,Large,6'1'' to 6'3'',No,No,Yes,,Other,No
FTN2016-0194,3/29/2016,FOB - Field Operations Bureau,7th District,D.I.U.,Squad 2,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Hands,L1,Unknown,Yes,White,Male,32,0,0 feet to 1 feet,Male,Black,25,Large,6'1'' to 6'3'',No,No,Yes,,Other,No
FTN2016-0194,3/29/2016,FOB - Field Operations Bureau,7th District,D.I.U.,Squad 2,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Hands,L1,Unknown,Yes,Black,Female,40,0,0 feet to 1 feet,Male,Black,25,Large,6'1'' to 6'3'',No,No,Yes,,Other,No
FTN2016-0194,3/29/2016,FOB - Field Operations Bureau,7th District,D.I.U.,Squad 2,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Hands,L1,Unknown,Yes,White,Male,50,0,0 feet to 1 feet,Male,Black,25,Large,6'1'' to 6'3'',No,No,Yes,,Other,No
FTN2016-0194,3/29/2016,FOB - Field Operations Bureau,7th District,D.I.U.,Squad 2,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Hands,L1,Unknown,Yes,Black,Female,24,0,0 feet to 1 feet,Male,Black,25,Large,6'1'' to 6'3'',No,No,Yes,,Other,No
FTN2016-0194,3/29/2016,FOB - Field Operations Bureau,7th District,D.I.U.,Squad 2,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Hands,L1,Unknown,No,Black,Female,40,0,0 feet to 1 feet,Male,Black,25,Large,6'1'' to 6'3'',No,No,Yes,,Other,No
FTN2016-0196,4/8/2016,FOB - Field Operations Bureau,6th District,A Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Take Down),L2,Mentally unstable,Yes,White,Male,37,0,0 feet to 1 feet,Male,Black,52,Medium,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2016-0196,4/8/2016,FOB - Field Operations Bureau,6th District,A Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands,L1,Mentally unstable,Yes,White,Male,37,0,0 feet to 1 feet,Male,Black,52,Medium,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2016-0198,4/8/2016,ISB - Investigations and Support Bureau,Criminal Investigations Division,Special Victims  Section,Domestic Violence Unit,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,CEW Exhibited/Laser,L1,Mentally unstable,Yes,White,Male,35,0,4 feet to 6 feet,Male,White,51,Medium,5'7'' to 5'9'',No,Yes,No,,refuse verbal commands,No
FTN2016-0190,4/5/2016,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,CEW Deployment,L2,None detected,No,Black,Male,24,0,1 feet to 3 feet,Male,Black,25,Medium,5'10'' to 6'0'',No,Yes,Yes,,Resisting Lawful Arrest,No
